A,B,C,G,R,X6,X8
11,586.95,569.81,98.39,67,77.6119,0.3477
11,583.61,559.81,98.39,37,70.2703,0.2399
9,584.29,559.81,98.39,30,56.6667,0.3144
9,582.66,559.81,98.39,57,71.9298,0.3503
8,573.21,549.82,100.03,68,88.2353,0.3489
9,571.38,549.82,100.03,69,84.05799999999999,0.3432
8,585.72,549.82,96.81,108,82.4074,0.3136
8,591.47,559.81,96.81,99,65.6566,0.2818
8,583.48,529.82,95.27,253,26.087,0.3148
7,586.95,529.82,95.27,311,35.0482,0.2782
8,597.3,569.81,95.27,139,82.0144,0.27899999999999997
9,601.67,569.81,95.27,160,83.125,0.3116
8,608.13,569.81,90.94,221,75.5656,0.2741
6,597.51,539.82,90.94,205,73.6585,0.3138
7,581.85,539.82,98.39,175,57.1429,0.3157
7,591.84,549.82,95.27,101,77.2277,0.3103
8,591.64,539.82,95.27,151,58.2781,0.3449
9,585.72,539.82,95.27,338,36.3905,0.3136
6,600.22,549.82,93.78,334,51.497,0.2777
7,615.96,569.81,89.58,231,71.8615,0.2763
9,618.92,579.81,89.58,264,65.1515,0.3161
8,610.43,579.81,92.34,222,63.964,0.3137
7,605.84,579.81,93.78,183,71.5847,0.2751
8,604.05,569.81,95.27,193,81.8653,0.2818
7,592.72,509.83,95.27,439,43.0524,0.2812
8,563.01,499.83,95.27,248,37.5,0.2842
8,573.61,499.83,96.81,237,62.4473,0.2441
8,595.01,569.81,96.81,123,86.9919,0.2801
9,599.38,569.81,93.78,138,84.7826,0.3128
9,602.3,579.81,93.78,147,63.9456,0.3113
8,601.93,559.81,92.34,207,56.0386,0.2828
9,602.57,559.81,92.34,150,70.6667,0.2119
9,603.84,569.81,95.27,109,91.7431,0.2819
9,607.03,559.81,93.78,239,64.4351,0.3155
9,568.44,489.84,93.78,377,36.6048,0.276
8,579.4,489.84,84.54,454,41.1894,0.1761
8,607.24,519.83,84.54,748,21.6578,0.2102
8,606.39,519.83,88.26,287,43.553999999999995,0.2456
8,617.67,579.81,88.26,199,66.8342,0.31
7,614.69,579.81,89.58,209,74.6411,0.2769
9,629.35,589.8,89.58,259,89.1892,0.2825
11,629.35,579.81,89.58,303,89.4389,0.2825
9,626.75,579.81,89.58,254,75.9843,0.3122
8,622.62,589.8,89.58,184,55.9783,0.3142
8,609.58,569.81,93.78,123,74.7967,0.349
8,601.5,569.81,93.78,205,72.1951,0.3184
7,603.34,579.81,93.78,204,87.2549,0.3108
9,599.18,559.81,95.27,128,86.7188,0.3129
9,600.42,559.81,93.78,143,69.9301,0.2776
7,610.22,579.81,93.78,197,63.4518,0.2789
9,598.97,549.82,93.78,310,55.4839,0.2783
9,592.72,539.82,92.34,364,68.6813,0.1757
8,650.92,609.8,85.74,306,85.6209,0.2793
8,660.71,629.79,85.74,396,94.4444,0.2816
8,655.46,619.79,84.54,383,83.0287,0.3121
9,643.88,599.8,86.99,253,88.5375,0.3177
10,619.55,529.82,88.26,503,43.9364,0.1181
9,603.29,529.82,89.58,506,41.6996,0.1157
9,624.14,569.81,86.99,365,69.0411,0.3135
7,652.96,579.81,84.54,637,58.7127,0.3133
10,632.35,369.88,64.54,2321,79.4485,0.2839
10,653.71,399.87,83.36,1480,77.8378,0.2186
8,670.26,619.79,83.36,499,88.3768,0.2547
7,664.89,619.79,84.54,342,84.5029,0.2798
8,650.69,609.8,85.74,268,77.2388,0.2794
9,644.45,609.8,88.26,309,85.7605,0.2759
8,644.79,609.8,88.26,289,85.4671,0.282
9,643.34,599.8,86.99,256,84.7656,0.2763
19,560.6,309.9,42.27,43068,78.5038,0.2099
13,572.51,309.9,57.16,15721,80.9872,0.2361
10,615.35,329.89,58.84,11714,81.5349,0.2257
9,613.63,529.82,88.26,436,39.4495,0.2774
8,607.24,509.83,90.94,516,51.938,0.2803
7,637.79,509.83,81.11,824,57.0388,0.1394
8,662.1,609.8,81.11,409,87.5306,0.281
9,647.74,599.8,84.54,411,77.3723,0.2807
8,608.31,569.81,92.34,285,91.9298,0.2448
8,594.59,559.81,95.27,213,76.0563,0.2803
8,594.59,559.81,92.34,273,89.01100000000001,0.2453
9,596.13,539.82,92.34,276,85.1449,0.3081
8,601.71,539.82,92.34,188,78.7234,0.2829
8,593.55,519.83,92.34,486,39.5062,0.2457
9,596.88,519.83,89.58,812,39.2857,0.2792
7,617.03,579.81,89.58,393,83.2061,0.2759
8,621.97,579.81,90.94,272,98.1618,0.2796
7,621.31,549.82,90.94,463,64.1469,0.2799
8,610.43,549.82,90.94,345,74.7826,0.2788
8,612.77,559.81,83.36,686,92.1283,0.2431
9,678.11,569.81,69.79,1044,59.6743,0.2458
8,723.76,649.78,69.79,983,46.8973,0.2073
8,717.01,649.78,72.31,925,52.6486,0.2789
9,762.18,659.78,71.45,832,89.7837,0.2837
8,767.31,629.79,63.85,779,57.7664,0.2818
8,838.54,769.74,62.52,1858,41.0118,0.1754
8,811.44,739.75,62.52,1479,47.1941,0.2817
9,785.85,719.76,66.69,975,53.4359,0.2828
10,791.4,719.76,66.69,1224,59.4771,0.2808
9,776.77,719.76,68.2,770,70.5195,0.2784
10,764.61,719.76,73.2,354,82.2034,0.2828
9,767.85,719.76,74.1,356,89.3258,0.2816
9,771.9,729.76,73.2,365,93.6986,0.2801
8,782.24,739.75,64.54,1044,56.1303,0.2841
12,668.85,529.82,64.54,1719,48.5166,0.2086
13,591.23,529.82,85.74,333,59.4595,0.1726
9,675.49,529.82,74.1,1820,34.0659,0.282
10,740.28,629.79,65.24,2759,45.7775,0.2488
7,793.07,629.79,65.24,3756,47.4441,0.2452
10,810.87,739.75,66.69,1049,92.5643,0.1409
9,757.86,639.79,69.79,1015,64.1379,0.214
9,701.47,599.8,74.1,1710,29.6491,0.3129
9,633.27,579.81,74.1,1354,15.805,0.1373
8,651.37,579.81,71.45,1713,43.2574,0.1396
8,745.28,589.8,60.63,5802,18.0283,0.1412
8,775.96,639.79,60.63,4680,18.3333,0.1393
9,691.48,589.8,68.99,1714,47.6663,0.1764
9,665.13,589.8,75.97,1145,30.2183,0.2098
10,705.62,619.79,66.69,2383,31.8086,0.242
10,679.77,579.81,66.69,2075,29.494,0.2452
10,626.46,569.81,83.36,493,32.6572,0.2128
10,691.72,569.81,65.24,1798,48.9433,0.141
9,793.35,649.78,65.24,2073,40.7139,0.2801
9,783.35,729.76,71.45,610,55.2459,0.2837
10,779.74,729.76,71.45,564,69.3262,0.3206
